0 | 0
-704 | -944.6321800253352
79 | 841.9994503005867
202 | 137.7952556443106
253 | 696.1617021707959
255 | -26.236055912617985
-25 | -882.358979891452
-959 | -407.8798121778076
-854 | 675.7044080485891
697 | 535.640631220142
81 | -263.6587095593785
464 | 850.931706191768
-496 | -891.7060209360981
314 | 53.824585331744856
-305 | 468.7491970984099
205 | -781.1285980974399
903 | -210.8950163091024
271 | 748.3753977837582
461 | 278.0832915367755
-503 | -767.7609913288046
-859 | 140.592844506956
618 | 705.2316551336621
-887 | -551.1175603379183
294 | 452.04928014364964
658 | -244.59759040809172
463 | -164.00435397076967
-487 | 902.6948220257912
440 | 443.6827203540777
-801 | -390.2196433269103
737 | -862.1763312647488
